State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Rural_Households,Urban_Households,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Sex Ratio,Literacy Rate,Male Literacy Rate,Female Literacy Rate
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,1011473,947573,1195523,699428,496095,272266,42263,1504641,274221,12542,1629,152540,9619,336,3518,404746,98084,422207,218189,225331,120715,64060,1150104,454836,341479,12627,12310,35091,47401,40200,205666,82627,107,61,69,52
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1980658,1895343,2825845,1559760,1266085,504461,30206,3379906,286558,15573,1570,29766,154882,1274,6472,796496,382818,622362,487227,698604,395234,335413,1972486,1084858,801590,17067,31720,74454,106174,117330,502014,228697,105,73,79,67
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,1273140,1181056,1650672,932432,718240,480913,57488,2006984,367664,2387,935,66535,6387,310,2994,428616,157016,423711,296910,380344,224998,153256,1406364,584243,453229,10360,11663,37583,49246,47525,257585,103991,108,67,73,61
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4653570,2384975,2268595,3673808,1959220,1714588,867713,437571,3492202,390974,34667,20469,668050,24528,12181,10499,430844,877522,666693,812381,790443,542228,493236,2460820,1361821,818467,12462,36059,91544,127603,149225,647880,286874,105,79,82,76
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1730075,1631217,2189425,1255222,934203,640483,281695,2501741,471951,3902,13540,354189,5049,1273,9647,591119,230563,691348,368723,416761,255650,156225,2008314,809135,535827,8016,15073,55602,70675,73125,365093,145062,106,65,73,57
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,1648295,833170,815125,906509,512099,394410,47985,1141933,1521618,96182,8467,685,4969,6191,2907,7276,333440,71572,218718,121404,160961,113019,58461,1011352,390419,241534,4990,9605,32683,42288,35991,163042,64261,102,55,61,48
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,3157186,2950001,4345366,2397538,1947828,554687,1564369,5237009,693052,23946,8912,94783,38212,1795,9478,904661,764271,1038955,851714,830070,485052,373100,3580633,1567252,948469,10833,35768,96688,132456,140025,662495,279902,107,71,76,66
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,861535,796041,1137810,644304,493506,265184,36039,1437623,178925,942,340,28216,4530,195,6805,367158,77832,300965,201646,260772,139479,96847,917343,393539,343021,3673,14578,36802,51380,38462,190464,78207,108,69,75,62
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,942870,893216,1157814,666291,491523,247308,40514,1328385,306364,2081,1371,187899,6238,262,3486,293480,133759,396713,204316,229103,116041,81333,1078349,436486,313455,7796,9159,32003,41162,37244,189010,74180,106,63,71,55
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,4924105,4505303,7171723,3940210,3231513,1180703,348876,8090254,673704,134192,27090,340404,127786,9873,26105,1165718,2056739,1234549,1383055,1414563,867256,1086650,5184734,2624165,1586132,34377,96584,236257,332841,352685,1286031,568235,109,76,80,72
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,761121,853948,1199392,619012,580380,66948,20374,1307211,187197,1990,230,113467,3347,95,1532,538538,100824,378554,269872,247257,111600,65700,777431,438905,396967,1766,37275,60252,97527,61760,212475,84254,89,74,81,68
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1435728,1386415,2049467,1121550,927917,353093,18333,2440312,239607,9098,1260,38210,87453,769,5434,626872,226801,507318,459156,453404,244804,214003,1450907,752303,603739,15194,26079,56682,82761,76036,331678,143725,104,73,78,67
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1510842,1492899,2225694,1201034,1024660,323236,29635,2691952,146970,4408,1182,141315,12810,676,4428,774522,200949,495822,407977,556706,299993,243457,1517324,800492,671702,14223,34375,67378,101753,83191,359607,157231,101,74,79,69
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,417332,432319,666067,348289,317778,55586,6976,780384,26264,15471,219,24762,1046,53,1452,295847,44989,165284,134734,175070,89023,48418,382024,242296,222963,2368,19204,29971,49175,32456,114147,46485,97,78,83,74
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,2227852,2089904,2910676,1651266,1259410,649745,77592,3795424,441254,9882,1279,35497,28134,568,5718,779929,376302,788150,535848,643327,328020,236302,2402794,1089900,809935,15127,34195,77570,111765,92587,469237,198967,107,67,74,60
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,5865078,5195070,8227161,4591396,3635765,730089,1542451,8716055,1355630,280700,39149,449617,172052,9862,37083,713994,2904157,1530916,1588196,1751284,1080597,961719,6184519,3241888,1579921,53820,96076,254251,350327,435279,1535929,657707,113,74,78,70
Maharashtra,Wardha,20.80743024390242,78.57259105691062,1300774,668385,632389,1019458,552617,466841,188830,149507,1057096,53854,2696,2147,175417,5663,2254,1647,268486,120218,186781,201471,225208,158055,93772,659540,370227,270107,900,13479,33834,47313,45226,201617,91911,106,78,83,74
Maharashtra,Washim,20.282282394366213,77.25502394366208,1197160,620302,576858,869917,487703,382214,229462,80471,859949,142672,1707,518,179330,8476,381,4127,274925,55921,238985,160331,162762,116032,47865,682919,302425,210185,1631,8898,27564,36462,31483,151658,63577,108,73,79,66
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1419965,1352383,2022574,1115980,906594,328518,514057,2251401,239236,4567,1596,249874,11422,3745,10507,629243,168889,562739,382001,389924,245819,123074,1549263,733258,483813,6014,27030,78034,105064,92410,403805,174490,105,73,79,67
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,118782,118617,156333,87313,69020,22113,3287,175102,18691,4264,56,76,16,38457,737,34977,21172,36011,50004,31775,20077,20074,135220,62907,38815,457,507,2685,3192,5735,24938,9335,100,66,74,58
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,74579,69603,90302,51053,39249,540,128280,10810,3086,129049,136,400,59,354,288,30377,3783,28163,30589,18971,12213,8105,86255,39324,18329,274,584,3362,3946,4975,15386,5409,107,63,68,56
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,138820,135323,195935,104013,91922,443,254787,12034,2886,254979,152,495,87,2333,1177,52972,4853,67907,65475,38567,23284,14523,168608,67802,37096,637,758,4460,5218,6270,22736,8059,103,71,75,68
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,247323,231825,264477,148012,116465,1000,419210,43833,1649,426819,140,2409,53,1243,3002,38008,1826,81735,91395,62033,40438,24940,314439,111516,52008,1185,289,2546,2835,4632,16797,5986,107,55,60,50
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,72371,68280,85006,47403,37603,22,134626,2995,589,134760,59,425,57,1144,622,23982,4119,28461,26794,17867,11645,7102,90273,33290,16924,164,264,1483,1747,3054,11219,3971,106,60,65,55
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,210845,211323,269304,152617,116687,40593,1808,267146,107323,4322,106,114,24,42347,786,65961,38302,69738,87932,55803,37899,28550,251975,107196,62060,937,1181,5299,6480,11800,49873,19014,100,64,72,55
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,94718,89280,129829,70148,59681,248,173606,7553,1115,174112,108,635,70,32,373,36084,5806,29382,38350,31734,22729,15636,113715,43646,25165,1472,1272,3745,5017,4814,15806,5535,106,71,74,67
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,161223,156694,192147,102513,89634,509,305180,17272,3359,289708,56,1004,38,5617,863,62698,11518,70679,52762,31328,9473,2484,216742,70424,29926,825,958,3992,4950,7301,26346,9488,103,60,64,57
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,825922,410749,415173,578030,287270,290760,5642,661158,144935,14185,543394,2495,3111,303,115597,1902,106248,108843,163729,127722,94579,58836,61639,545961,192428,86576,957,8824,14620,23444,22449,76900,28384,99,70,70,70
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,395124,196285,198839,187527,87371,100156,1317,376099,12456,1646,271596,34,284,45,107559,1504,76546,7171,61526,34677,26748,13544,8039,291097,72934,30362,731,2159,3611,5770,6187,23935,8404,99,47,45,50
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,73170,69164,82062,45003,37059,319,134237,7036,1050,132984,27,332,10,362,533,35930,3713,28921,21506,13858,3998,826,97082,30605,14495,152,674,1545,2219,2579,9858,3498,106,58,62,54
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,324159,319132,358702,193438,165264,8810,474009,122936,106788,389956,209,3392,144,16950,2916,139351,18594,129178,90963,70941,29404,10856,427629,143604,70599,1459,3339,9362,12701,16475,58500,21168,102,56,60,52
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,383461,193715,189746,230678,117307,113371,168,375097,6498,1533,366881,58,1313,38,5878,1262,74832,12299,78208,45046,28417,12295,6450,278569,69988,33431,1473,1765,3905,5670,6781,24288,8599,102,60,61,60
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,199270,201039,340595,169547,171048,627,373542,13249,5264,379134,105,1570,76,505,406,20570,80341,68214,100103,78752,37701,31310,235892,108094,56092,231,4018,7194,11212,10677,43041,15555,99,85,85,85
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,63388,62357,100802,51440,49362,17,123466,1075,699,123446,9,151,45,194,126,18395,12717,31359,30454,16259,4956,4087,78778,29690,17189,88,1463,2145,3608,3241,12517,4424,102,80,81,79
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,42918,41037,65895,34147,31748,84,73609,4000,4426,75210,16,108,2,46,147,9669,12507,18046,20399,9849,3473,2530,52147,20576,11167,65,953,1521,2474,2397,8927,3156,105,78,80,77
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,60599,57295,62861,36444,26417,146,112354,1668,522,63892,52,51549,122,2,87,21993,5273,21114,16629,10538,3763,2515,80723,25303,11831,37,701,1777,2478,3075,11321,4043,106,53,60,46
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,64515,56607,178,153533,5231,1290,127124,74,27543,93,5,68,21479,17315,33313,34774,19918,8503,5509,100250,39690,21424,64,1683,2777,4460,4010,16569,5783,106,75,78,72
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,32977,27214,51,82080,2989,1782,69104,13,12328,25,19,104,16726,4129,19711,19949,10756,3180,1771,55914,20082,10318,50,1037,1446,2483,2351,8670,3048,108,70,74,66
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,21861,20372,83,54642,933,514,54977,11,102,4,2,31,7043,5784,14151,12130,7269,3628,2204,37127,12784,6636,27,407,835,1242,1279,4996,1728,102,75,76,73
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,27598,26878,32,62889,991,335,63444,6,60,9,35,57,7472,8018,14985,16237,9062,2915,2128,39568,15894,9404,71,713,996,1709,1480,5948,2111,102,84,84,84
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,150142,127895,0,223989,108900,31212,234239,566,1270,2148,157,319,49116,62853,61815,80076,44343,26712,27532,243392,98601,36618,200,3846,7781,11627,11301,40012,15072,109,73,76,70
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,107038,90451,0,224738,25496,4384,234955,998,1519,80,335,221,31845,44255,46756,57726,30518,19855,23439,173701,68485,25557,245,4045,5281,9326,6521,22915,8262,108,74,77,70
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,83479,76015,0,178431,9840,2057,181847,78,442,66,6,286,37536,17742,43483,54035,27425,13077,10299,111243,52853,30363,163,2512,4144,6656,5376,21336,7755,108,82,83,81
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,67432,52194,0,238285,8102,3444,236494,84,1256,314,1,565,43607,7415,46055,30500,7628,3565,1772,168773,53600,27437,450,1076,1939,3015,3117,13754,4803,111,48,51,44
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,57926,47967,0,157146,3563,950,158224,31,350,17,198,85,38903,7295,32722,30434,12785,7268,5926,108514,37842,16969,93,3925,5097,9022,5665,16854,5810,105,65,69,60
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,63653,53858,0,190916,2979,1052,191864,27,572,5,1,96,40690,9451,40900,33514,15013,6008,2760,134573,43210,18762,51,1266,2726,3992,4022,15138,5246,108,60,62,57
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,67385,60823,0,156621,5605,2043,158236,34,318,8,20,79,38499,8170,37024,41627,18746,10223,8030,106951,40510,18811,71,1354,2349,3703,3266,13080,4549,103,77,80,74
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,53504,49377,0,136561,2580,772,136995,39,286,6,2,77,31267,6044,30889,35113,17282,8821,5560,91709,32267,16730,51,1491,2702,4193,3343,12086,4185,102,73,75,71
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,902359,718873,478586,275678,2197709,94254,6434,237,111,201,18345,3238,601154,82440,470502,416510,267354,112392,105962,1303828,622575,390611,3515,20029,54495,74524,93038,332079,138110,104,70,76,63
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,596269,497871,334896,30428,1398543,104202,745,169,81,111,61,2425,373862,54244,391081,297270,177013,71815,67536,848660,393629,260486,3562,7351,21650,29001,39097,172525,68331,102,73,78,67
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,1103033,908436,498633,93745,2457729,141263,11985,1026,6276,1180,168,4843,579529,210768,545514,513039,328319,159456,181601,1372301,743090,499895,9184,18775,53566,72341,96445,358552,149191,106,77,82,71
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,464093,365817,234079,162056,1185542,4805,727,124,366,39,139,1069,315390,36979,238599,193395,132002,53162,43064,641697,326233,222398,2483,9130,33871,43001,49097,176751,72187,106,70,76,63
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,153663,108874,39175,313714,353160,1556,219482,53,2180,66,4,1316,152095,23050,76419,54787,36977,17084,12556,345387,144043,85072,3315,6623,14473,21096,18351,69329,26757,96,45,54,37
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,1262652,947398,688235,118928,3486059,13315,23975,590,174,170,76,4672,795476,219918,767140,508511,297490,121151,97147,1980232,924756,613249,10794,29401,71997,101398,100085,429102,166690,102,63,71,54
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,228092,177787,104620,176758,553587,12783,10462,1441,80,70,67,1015,103224,73962,101541,103622,70928,32909,22010,320156,159477,98555,1317,6646,16582,23228,24085,81687,33104,105,70,77,63
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,484177,317859,286580,449456,1555367,4975,11160,796,175,1225,220,2951,456336,38412,225468,172905,94044,40383,27385,880160,415778,275533,5398,19666,75066,94732,80742,238726,89124,100,51,62,40
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,233900,165886,115544,392820,580300,2138,148895,82,290,47,23,1335,218446,24489,145604,108773,48856,21351,14962,436625,177471,117777,1237,9480,24120,33600,29073,92241,33620,96,55,65,44
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,579970,509295,309780,9484,1386792,50247,1423,169,62,52,24,1592,414749,23494,357621,298557,203472,76449,75926,771284,374559,290894,3624,10236,29344,39580,49886,196212,78649,99,76,81,70
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,957515,792421,297472,115051,2147632,84060,12527,1264,475,476,434,4805,331834,356895,445785,436534,295099,177974,247498,1199521,653346,391701,7105,18058,44580,62638,84648,306708,128638,108,78,82,73
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,340843,227247,196540,697583,1294151,8850,68550,518,219,491,3384,3484,381789,78339,158653,98266,60589,32257,29000,818578,348803,207206,5060,24598,56868,81466,56195,183550,68441,97,41,50,32
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,147001,97705,138295,354614,600219,1871,10039,213,43,195,35,577,167884,15839,64683,44962,19031,8487,5585,381913,146355,83284,1640,6373,17237,23610,21796,76786,28031,98,40,48,32
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,794171,575226,184682,1479576,2113079,33706,15008,661,162,109,351714,5299,689110,64479,390037,385216,214921,92060,72847,1449729,650135,414076,5798,32205,71256,103461,97992,341257,136689,99,54,63,46
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,392333,296029,136399,58691,955754,5278,383,107,33,24,12,1198,261646,26688,227102,177180,90089,36951,33148,502136,262086,196994,1573,6935,27065,34000,41202,151006,63815,109,71,78,64
Orissa,Nuapada,20.471309512195116,82.59152536585364,610382,301962,308420,299383,180903,118480,82159,206327,601092,4952,1778,724,76,905,22,833,197258,11869,114394,73787,51886,19577,10131,344075,152681,112325,1301,6701,27054,33755,30196,94057,35145,98,49,60,38
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,704857,587082,325133,6129,1644905,46094,4239,193,243,94,302,2660,402014,72210,413605,364098,179086,84374,87000,888134,477430,328666,4500,8976,29831,38807,58018,231885,95123,104,76,81,70
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,241959,165776,139514,541905,874445,4607,84916,219,249,123,44,3308,237343,49205,97387,73210,46001,21439,17681,577569,245766,140825,3751,13929,31430,45359,36916,124357,47122,95,42,51,33
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,393192,310499,191827,355261,964188,20120,50637,2506,310,86,1117,2135,220697,94798,185289,171876,108455,50705,45828,565700,286575,186726,2098,12690,32844,45534,45909,152584,61507,102,68,75,60
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,750147,592175,191660,1062349,1532352,71391,385011,5713,710,721,89986,7553,387911,230151,350349,335380,243386,120373,94710,1188918,573238,324436,6845,22086,55307,77393,81425,278223,110866,103,64,71,57
Puducherry,Karaikal,10.876161726078813,79.82369793621002,200222,97809,102413,154916,79903,75013,35348,0,152638,28835,18391,46,63,54,14,181,35618,33715,32899,33458,29456,15930,18998,102333,60089,37434,366,2894,5828,8722,9084,33606,15087,96,77,82,73
Puducherry,Mahe,12.006420793787758,75.28275021570326,41816,19143,22673,36470,16610,19860,144,0,27940,12856,958,3,21,14,3,21,0,12110,6043,7930,8773,5711,4475,19760,12543,9428,85,185,402,587,821,3559,1655,84,87,87,88
Puducherry,Yanam,16.707695652173904,82.26187304347832,55626,27301,28325,39274,19919,19355,8427,0,53537,1191,873,3,1,4,4,13,0,15519,10954,8806,8044,4101,3836,31973,15235,8402,16,311,1568,1879,2401,9821,4851,96,71,73,68
Punjab,Amritsar,31.548679820627772,74.79883856502238,2490656,1318408,1172248,1684770,932981,751789,770864,0,690939,12502,54344,1716935,876,3152,1044,10864,275477,385476,313874,283819,328229,203656,142399,1384987,667193,436496,1980,8987,27743,36730,53282,276797,113079,112,68,71,64
Punjab,Bathinda,30.190524611973352,75.05685898004438,1388525,743197,645328,844868,488261,356607,450473,0,380569,16299,2474,984286,246,1266,559,2826,218159,137563,182796,145626,163928,96329,70240,754927,377707,255283,608,6681,15380,22061,29909,152743,64112,115,61,66,55
Punjab,Faridkot,30.591187250996025,74.79751553784862,617508,326671,290837,381285,215767,165518,240328,0,141363,3125,1227,469789,155,1109,103,637,99946,58917,89433,71178,75419,48360,29838,336540,164962,113721,2285,2260,6768,9028,13162,67572,27494,112,62,66,57
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,600163,320795,279368,426033,238696,187337,192493,0,152851,16808,1698,427521,48,178,251,808,117559,57337,102257,83931,95073,59555,34990,321018,166781,111028,1336,3373,7170,10543,12956,65329,26856,115,71,74,67
Punjab,Firozpur,30.63407535211269,74.40245732394365,2029074,1071637,957437,1227511,707070,520441,855726,0,906408,6844,19358,1090815,454,1143,278,3774,348522,153868,306838,226433,221806,147698,82448,1171770,525459,331259,586,5935,20792,26727,38362,209891,83824,112,60,66,54
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,2298323,1212617,1085706,1634719,907660,727059,580576,0,1074332,27667,176587,1002874,405,580,812,15066,420860,185488,315156,290618,372317,243539,104345,1261421,611353,423301,2248,7861,21055,28916,43883,247200,100635,112,71,75,67
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,1586625,809057,777568,1199699,637927,561772,557504,0,1000743,23089,14968,538208,3476,2034,531,3576,422673,128592,256127,238975,301435,176013,93618,831741,422782,330671,1431,12002,26350,38352,44638,198627,80977,104,76,79,72
Punjab,Jalandhar,31.250336907216507,75.54400350515463,2193590,1145211,1048379,1622537,882581,739956,854444,0,1394329,30233,26016,718363,11385,4011,805,8448,330339,377791,333736,304652,339758,216646,162965,1159156,616431,416449,1554,15964,36351,52315,60945,273097,112642,109,74,77,71
Punjab,Kapurthala,31.336592638036837,75.47641165644177,815168,426311,388857,576567,316254,260313,276707,0,336124,10190,5445,453692,6662,553,334,2168,165433,95770,127031,112774,128828,77442,48221,433331,222324,157833,1680,5447,12347,17794,20440,96950,40344,110,71,74,67
Punjab,Ludhiana,30.76596397379912,75.83110851528383,3498739,1867816,1630923,2560225,1428348,1131877,923358,0,1502403,77713,16517,1863408,2007,19620,1254,15817,395032,641789,488129,443759,527568,318876,272280,1901528,980046,614258,2907,25002,51806,76808,88053,417697,172627,115,73,76,69
Punjab,Mansa,29.919547714285724,75.4304922857143,769751,408732,361019,423560,244037,179523,258878,0,156539,10375,917,598443,123,1577,493,1284,145603,50786,106162,84553,85953,48663,27461,420050,200882,146103,2716,2780,7776,10556,15496,83497,34500,113,55,60,50
Punjab,Moga,30.756540067340065,75.1600845117845,995746,525920,469826,627889,348549,279340,363417,0,158414,9388,3277,818921,178,436,365,4767,214295,74144,158812,116716,128693,85642,37417,535408,258826,194768,6744,4014,10988,15002,20558,106380,42398,112,63,66,59
Punjab,Muktsar,30.31243303303303,74.5518747747748,901896,475622,426274,524848,300401,224447,381554,0,254920,4333,1681,638625,240,744,433,920,149507,74650,137470,101852,104682,62612,36905,495167,242628,162297,1804,3133,9529,12662,18916,97967,39766,112,58,63,53
Punjab,Patiala,30.214540380693364,76.27505893949697,1895686,1002522,893164,1266791,711052,555739,465359,0,783306,40043,5683,1059944,245,1914,1410,3141,299279,218090,283837,239609,256826,157435,141947,1042519,517079,335100,988,7644,21213,28857,40628,212045,90122,112,67,71,62
Punjab,Rupnagar,30.910937330754347,76.53743500967126,684627,357485,327142,502731,278534,224197,180905,0,304481,14492,2094,361045,118,653,143,1601,148162,60537,107715,98135,116836,68794,38823,365300,185424,131707,2196,3762,7605,11367,13894,76248,32111,109,73,78,69
Punjab,Sangrur,30.185045204336895,75.89437014178496,1655169,878029,777140,1002077,570413,431664,461609,0,389410,179116,2406,1077438,268,3222,1038,2271,292156,156788,250833,197901,220210,130155,73636,904316,435148,311621,4084,6907,17039,23946,33400,175723,71966,113,61,65,56
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,2583052,1324085,1258967,1526673,926268,600405,478027,63482,2201663,314159,10605,6799,417,45614,184,3611,409335,274919,394576,313680,200191,130608,172683,1561077,629951,388040,3984,18014,42264,60278,49429,230721,88933,105,59,70,48
Rajasthan,Alwar,27.55271738035265,76.65359630562563,3674179,1939026,1735153,2182476,1359829,822647,653036,289249,3039279,547335,2696,64532,4384,13221,348,2384,782294,212967,492981,468628,324050,230415,222622,2346721,836000,490137,1321,14425,40322,54747,52787,288169,114385,112,59,70,47
Rajasthan,Banswara,23.453642032967014,74.44246868131869,1797485,907754,889731,829343,513854,315489,80091,1372999,1701234,48834,22250,427,138,22613,109,1880,390437,39407,190259,137780,75011,50438,47094,1153029,406214,216554,21688,7473,35994,43467,47159,192481,71712,102,46,57,35
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,432607,260700,221184,276857,1133349,79984,1432,3066,84,2795,48,1997,249184,69804,194024,144190,76209,46847,49939,762204,286344,173100,1107,6693,22098,28791,24758,120591,45415,108,57,68,44
Rajasthan,Barmer,25.77070908045978,71.50297126436782,2603751,1369022,1234729,1188322,783461,404861,436414,176257,2244882,321192,1157,450,157,34010,34,1869,542825,55980,352636,219932,101291,52272,39533,1731122,527629,326476,18524,8560,29664,38224,39063,180122,61824,111,46,57,33
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,2548462,1355726,1192736,1480869,943910,536959,557305,54090,2143046,371286,1576,23456,899,5758,18,2423,479437,129697,330336,314953,211938,147520,132571,1659515,546362,329127,13458,8505,26036,34541,32727,174085,63336,114,58,70,45
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2408523,1220736,1187787,1256126,777582,478544,407947,229273,2224839,142427,1978,1468,183,35149,60,2419,530015,145865,338296,258990,141250,92785,106667,1439454,589476,365023,14570,24867,54484,79351,55799,239919,92863,103,52,64,40
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,2363937,1240801,1123136,1278801,782399,496402,493646,7779,2073356,235741,1901,20072,285,30850,79,1653,335754,196179,333211,254335,143669,80296,101714,1543867,517271,288165,14634,6510,19588,26098,26627,152709,55756,110,54,63,44
Rajasthan,Bundi,25.48580716049379,75.79984074074079,1110906,577160,533746,585044,371705,213339,210788,228549,1017688,66609,682,11059,144,13455,24,1245,239836,63452,159218,121104,63248,41227,41052,686771,267648,155958,529,7534,20280,27814,23024,110344,41508,108,53,64,40
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,514851,306974,250224,201546,1413163,97855,1274,1515,252,25843,136,4300,366780,88873,225700,170455,90889,58129,67155,880043,398303,258997,6995,16242,37161,53403,41089,171060,68666,103,53,66,40
Rajasthan,Churu,28.29330375536484,74.65846427038629,2039547,1051446,988101,1149269,696729,452540,451721,11245,1777879,249736,958,402,188,7104,127,3153,344897,148996,302022,237220,161520,100677,77282,1293193,458725,272176,15453,4813,15648,20461,24835,157157,60723,106,56,66,46
Rajasthan,Dausa,26.91234817629181,76.57342097264443,1634409,857787,776622,938051,596935,341116,354337,433344,1582335,45488,439,296,94,3737,115,1905,361084,59610,235474,208537,135234,92559,90833,1047136,358718,210117,18438,7163,22530,29693,23712,129560,47803,110,57,70,44
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,1206516,653647,552869,683098,435721,247377,245695,58594,1127520,72258,688,1356,92,2739,21,1842,214670,58626,172914,132964,77360,45590,37856,815651,248416,141365,1084,4893,14102,18995,17283,78118,26244,118,57,67,45
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,415820,265771,52267,983437,1340065,28662,830,240,226,16141,853,1535,322816,31547,175059,114245,60656,42887,39312,868458,317700,191917,10477,6440,24887,31327,35094,145073,54551,101,49,60,38
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,1969168,1043340,925828,1193343,710908,482435,720412,13477,1437144,50688,2077,474853,938,1988,164,1316,397697,164897,314107,238397,163098,105734,104071,1167889,502211,283484,15584,9836,27061,36897,38326,205706,84197,113,61,68,52
